incident_id,type,category,priority,latitude,longitude,date,time,timestamp,response_time_minutes,units_dispatched,address
INC-20230322-0073,Public Assist,EMS,Low,41.855571081586476,-87.5894178148412,2023-03-22,18:53:00,2023-03-22 18:53:00,9.8,2,"9736 Maple Blvd, Chicago, AZ"
INC-20230117-0074,Public Assist,EMS,Low,42.15835337223992,-87.78159275171676,2023-01-17,09:07:00,2023-01-17 09:07:00,4.8,1,"5909 Oak Blvd, Chicago, AZ"
INC-20230205-0075,Structure Fire,Fire,High,41.73684729090319,-87.55398716912912,2023-02-05,21:32:00,2023-02-05 21:32:00,3.6,1,"1197 Main Ave, Chicago, AZ"
INC-20230301-0076,Medical Emergency,EMS,Medium,41.7917372849914,-87.79893206940001,2023-03-01,16:52:00,2023-03-01 16:52:00,5.3,1,"4807 Main Dr, Chicago, AZ"
INC-20230207-0077,Medical Emergency,EMS,Medium,41.77819854361264,-87.75423228430923,2023-02-07,21:01:00,2023-02-07 21:01:00,4.9,1,"5048 Oak Ave, Chicago, AZ"
INC-20230115-0078,Difficulty Breathing,EMS,High,41.93275641417936,-87.60822928076531,2023-01-15,10:28:00,2023-01-15 10:28:00,1.0,1,"3051 Pine Blvd, Chicago, AZ"
INC-20230311-0079,Fire Alarm,Fire,Low,41.98044804057255,-87.4256791680877,2023-03-11,07:28:00,2023-03-11 07:28:00,7.5,2,"1025 Cedar St, Chicago, AZ"
INC-20230209-0080,Medical Emergency,EMS,Medium,41.77230800590043,-87.65796882857457,2023-02-09,03:00:00,2023-02-09 03:00:00,4.7,1,"4497 Oak St, Chicago, AZ"
INC-20230112-0081,Public Assist,EMS,Low,41.921328339219315,-87.77573039473047,2023-01-12,23:15:00,2023-01-12 23:15:00,3.1,2,"2153 Main Ave, Chicago, AZ"
INC-20230325-0082,Vehicle Fire,Fire,Medium,42.044632014271215,-87.40215209478933,2023-03-25,05:55:00,2023-03-25 05:55:00,3.8,3,"7119 Main St, Chicago, AZ"
INC-20230313-0083,Medical Emergency,EMS,Medium,41.78196674811235,-87.69171268829115,2023-03-13,12:44:00,2023-03-13 12:44:00,6.7,2,"9961 Maple St, Chicago, AZ"
INC-20230309-0084,Fire Alarm,Fire,Low,41.84351339772882,-87.5151289363189,2023-03-09,22:54:00,2023-03-09 22:54:00,8.2,3,"5025 Main Ave, Chicago, AZ"
INC-20230205-0085,Water Rescue,EMS,Medium,41.715965802460936,-87.68903738403725,2023-02-05,06:53:00,2023-02-05 06:53:00,8.4,3,"2302 Pine Dr, Chicago, AZ"
INC-20230323-0086,Vehicle Fire,Fire,Medium,41.85126747412732,-87.6158922294021,2023-03-23,01:08:00,2023-03-23 01:08:00,5.0,3,"870 Oak St, Chicago, AZ"
INC-20230124-0087,Medical Emergency,EMS,Medium,41.7454342485252,-87.6701308353742,2023-01-24,00:49:00,2023-01-24 00:49:00,6.1,1,"4354 Main St, Chicago, AZ"
INC-20230214-0088,Traffic Accident,EMS,Medium,41.76685639329037,-87.79315186983378,2023-02-14,22:07:00,2023-02-14 22:07:00,3.9,3,"9217 Pine Dr, Chicago, AZ"
INC-20230213-0089,Medical Emergency,EMS,Medium,41.84795573546794,-87.76424660825747,2023-02-13,14:08:00,2023-02-13 14:08:00,2.8,1,"6255 Oak St, Chicago, AZ"
INC-20230126-0090,Fire Alarm,Fire,Low,41.814993511507815,-87.68919226095527,2023-01-26,04:41:00,2023-01-26 04:41:00,4.6,3,"8473 Main St, Chicago, AZ"
INC-20230217-0091,Structure Fire,Fire,High,41.76808199703017,-87.73767302970539,2023-02-17,02:11:00,2023-02-17 02:11:00,1.9,2,"4788 Pine St, Chicago, AZ"
INC-20230210-0092,Structure Fire,Fire,High,41.9602733341218,-87.4330462462259,2023-02-10,12:29:00,2023-02-10 12:29:00,4.2,2,"3354 Maple Blvd, Chicago, AZ"
INC-20230306-0093,Structure Fire,Fire,High,42.068067000370085,-87.60899137422408,2023-03-06,20:32:00,2023-03-06 20:32:00,2.9,1,"2534 Pine St, Chicago, AZ"
INC-20230107-0094,Fire Alarm,Fire,Low,42.04773604636914,-87.5463434814925,2023-01-07,16:18:00,2023-01-07 16:18:00,9.2,3,"3256 Pine Ave, Chicago, AZ"
INC-20230124-0095,Hazmat,Fire,Low,41.8357756290876,-87.63793142107689,2023-01-24,16:05:00,2023-01-24 16:05:00,10.2,2,"212 Main Dr, Chicago, AZ"
INC-20230217-0096,Public Assist,EMS,Low,41.85024313982568,-87.72533480181669,2023-02-17,16:16:00,2023-02-17 16:16:00,13.6,1,"5526 Main Ave, Chicago, AZ"
INC-20230123-0097,Medical Emergency,EMS,Medium,42.11982979848079,-87.65793580520503,2023-01-23,12:04:00,2023-01-23 12:04:00,5.6,2,"2233 Main Blvd, Chicago, AZ"
INC-20230320-0098,Fire Alarm,Fire,Low,41.823434479723986,-87.62449225499333,2023-03-20,03:35:00,2023-03-20 03:35:00,6.3,1,"2940 Main Dr, Chicago, AZ"
INC-20230209-0099,Water Rescue,EMS,Medium,41.875350385261015,-87.50796439998892,2023-02-09,07:39:00,2023-02-09 07:39:00,10.9,1,"3882 Oak Blvd, Chicago, AZ"
INC-20230205-0100,Medical Emergency,EMS,Medium,41.895742295738145,-87.60822831402086,2023-02-05,16:44:00,2023-02-05 16:44:00,6.6,1,"1719 Pine St, Chicago, AZ"
INC-20230109-0101,Stroke,EMS,Low,41.76555451775298,-87.6812538980146,2023-01-09,16:13:00,2023-01-09 16:13:00,12.6,2,"5947 Pine St, Chicago, AZ"
INC-20230129-0102,Structure Fire,Fire,High,41.90253502643688,-87.68004228895465,2023-01-29,12:37:00,2023-01-29 12:37:00,1.6,2,"7689 Cedar Dr, Chicago, AZ"
INC-20230114-0103,Gas Leak,Fire,Medium,41.78323769371299,-87.5670361738317,2023-01-14,06:54:00,2023-01-14 06:54:00,12.9,1,"3542 Pine St, Chicago, AZ"
INC-20230216-0104,Medical Emergency,EMS,Medium,41.89457744850929,-87.68498367727302,2023-02-16,15:40:00,2023-02-16 15:40:00,6.7,3,"2778 Pine Dr, Chicago, AZ"
INC-20230327-0105,Fire Alarm,Fire,Low,41.617280360644024,-87.39242754577133,2023-03-27,17:50:00,2023-03-27 17:50:00,9.1,1,"7496 Pine Blvd, Chicago, AZ"
INC-20230325-0106,Traffic Accident,EMS,Medium,41.88926488035213,-87.66590121477387,2023-03-25,19:41:00,2023-03-25 19:41:00,5.3,1,"6936 Cedar Blvd, Chicago, AZ"
INC-20230213-0107,Medical Emergency,EMS,Medium,41.862792971843426,-87.63568914550686,2023-02-13,04:08:00,2023-02-13 04:08:00,5.5,2,"1868 Main St, Chicago, AZ"
INC-20230330-0108,Difficulty Breathing,EMS,High,42.10836528080612,-87.37313192320795,2023-03-30,12:16:00,2023-03-30 12:16:00,5.3,3,"2831 Cedar Blvd, Chicago, AZ"
INC-20230125-0109,Unconscious Person,EMS,High,41.91736217899162,-87.67268660192956,2023-01-25,22:16:00,2023-01-25 22:16:00,3.6,1,"7473 Maple Blvd, Chicago, AZ"
INC-20230130-0110,Public Assist,EMS,Low,41.97694018367257,-87.55223561820954,2023-01-30,14:10:00,2023-01-30 14:10:00,12.8,3,"129 Cedar Dr, Chicago, AZ"
INC-20230216-0111,Water Rescue,EMS,Medium,41.967248875973326,-87.36920071587659,2023-02-16,23:43:00,2023-02-16 23:43:00,5.4,3,"7674 Main St, Chicago, AZ"
INC-20230223-0112,Medical Emergency,EMS,Medium,41.660619297481006,-87.50247999626471,2023-02-23,03:30:00,2023-02-23 03:30:00,9.0,1,"6585 Maple Ave, Chicago, AZ"
INC-20230309-0113,Stroke,EMS,Low,41.86312482080668,-87.57809830578691,2023-03-09,16:28:00,2023-03-09 16:28:00,3.0,3,"6700 Cedar Dr, Chicago, AZ"
INC-20230110-0114,Traffic Accident,EMS,Medium,41.812966476568995,-87.77125855715023,2023-01-10,09:37:00,2023-01-10 09:37:00,2.7,2,"5381 Main St, Chicago, AZ"
INC-20230114-0115,Fire Alarm,Fire,Low,41.92506973941862,-87.57563339598663,2023-01-14,02:32:00,2023-01-14 02:32:00,9.7,2,"2794 Pine Blvd, Chicago, AZ"
INC-20230119-0116,Medical Emergency,EMS,Medium,41.928811291659244,-87.52363013908828,2023-01-19,09:10:00,2023-01-19 09:10:00,7.4,1,"1026 Maple Ave, Chicago, AZ"
INC-20230305-0117,Fire Alarm,Fire,Low,41.80551028792776,-87.56786390900834,2023-03-05,21:05:00,2023-03-05 21:05:00,9.8,1,"5845 Main St, Chicago, AZ"
INC-20230308-0118,Gas Leak,Fire,Medium,41.98132322770627,-87.74276807713744,2023-03-08,11:06:00,2023-03-08 11:06:00,3.6,3,"1308 Oak Blvd, Chicago, AZ"
INC-20230223-0119,Traffic Accident,EMS,Medium,41.786349033107456,-87.57424794836975,2023-02-23,10:59:00,2023-02-23 10:59:00,3.8,3,"2859 Oak Ave, Chicago, AZ"
INC-20230330-0120,Traffic Accident,EMS,Medium,41.77998932242749,-87.6418600134573,2023-03-30,16:46:00,2023-03-30 16:46:00,5.9,1,"3966 Maple Ave, Chicago, AZ"
INC-20230105-0121,Fire Alarm,Fire,Low,42.02046827821435,-87.4382099279869,2023-01-05,03:45:00,2023-01-05 03:45:00,7.9,1,"6047 Oak Ave, Chicago, AZ"
INC-20230201-0122,Gas Leak,Fire,Medium,41.88456062458171,-87.35843706185378,2023-02-01,12:35:00,2023-02-01 12:35:00,2.8,1,"2925 Maple Dr, Chicago, AZ"
INC-20230126-0123,Medical Emergency,EMS,Medium,41.779148053074415,-87.51800655056748,2023-01-26,11:53:00,2023-01-26 11:53:00,7.1,1,"6048 Maple Blvd, Chicago, AZ"
INC-20230307-0124,Public Assist,EMS,Low,42.04774116133235,-87.60827026415245,2023-03-07,23:29:00,2023-03-07 23:29:00,12.8,1,"842 Maple Blvd, Chicago, AZ"
INC-20230101-0125,Traffic Accident,EMS,Medium,41.71442024811436,-87.59512991351932,2023-01-01,22:35:00,2023-01-01 22:35:00,5.6,3,"7111 Oak Ave, Chicago, AZ"
INC-20230204-0126,Medical Emergency,EMS,Medium,41.999797994997515,-87.82476635299504,2023-02-04,21:52:00,2023-02-04 21:52:00,8.5,3,"7266 Main Blvd, Chicago, AZ"
INC-20230201-0127,Vehicle Fire,Fire,Medium,42.04542482518611,-87.42662040921029,2023-02-01,13:37:00,2023-02-01 13:37:00,3.2,1,"6416 Cedar St, Chicago, AZ"
INC-20230131-0128,Medical Emergency,EMS,Medium,42.09097488534236,-87.82477477693007,2023-01-31,04:19:00,2023-01-31 04:19:00,5.0,3,"986 Main Ave, Chicago, AZ"
INC-20230303-0129,Hazmat,Fire,Low,41.60195927482654,-87.8205098273827,2023-03-03,04:23:00,2023-03-03 04:23:00,8.6,1,"7632 Oak Dr, Chicago, AZ"
INC-20230318-0130,Traffic Accident,EMS,Medium,41.844250979617286,-87.77018101827464,2023-03-18,16:41:00,2023-03-18 16:41:00,9.9,3,"3032 Maple Blvd, Chicago, AZ"
INC-20230131-0131,Medical Emergency,EMS,Medium,41.715139054851,-87.59310123020433,2023-01-31,05:10:00,2023-01-31 05:10:00,10.5,2,"3381 Oak Blvd, Chicago, AZ"
INC-20230120-0132,Fire Alarm,Fire,Low,41.876001825425504,-87.55965584959978,2023-01-20,11:21:00,2023-01-20 11:21:00,8.5,3,"6036 Oak Dr, Chicago, AZ"
INC-20230102-0133,Medical Emergency,EMS,Medium,41.979156167465256,-87.66837626588239,2023-01-02,05:09:00,2023-01-02 05:09:00,4.1,2,"2319 Oak Blvd, Chicago, AZ"
INC-20230127-0134,Traffic Accident,EMS,Medium,42.043488253598085,-87.61195093632352,2023-01-27,15:13:00,2023-01-27 15:13:00,7.6,3,"4364 Cedar St, Chicago, AZ"
INC-20230207-0135,Fire Alarm,Fire,Low,41.89680891127071,-87.62960956660746,2023-02-07,16:15:00,2023-02-07 16:15:00,5.9,2,"5982 Maple Dr, Chicago, AZ"
INC-20230105-0136,Medical Emergency,EMS,Medium,41.80623855609147,-87.70494160194929,2023-01-05,05:06:00,2023-01-05 05:06:00,4.1,1,"7830 Oak St, Chicago, AZ"
INC-20230116-0137,Structure Fire,Fire,High,41.815467658510684,-87.69657472857244,2023-01-16,12:45:00,2023-01-16 12:45:00,6.2,2,"3736 Cedar St, Chicago, AZ"
INC-20230118-0138,Traffic Accident,EMS,Medium,41.79496218969414,-87.81827844242352,2023-01-18,08:06:00,2023-01-18 08:06:00,7.0,3,"441 Oak Ave, Chicago, AZ"
INC-20230107-0139,Public Assist,EMS,Low,42.110797862095055,-87.66553777419723,2023-01-07,13:13:00,2023-01-07 13:13:00,8.0,2,"2596 Cedar Ave, Chicago, AZ"
INC-20230208-0140,Medical Emergency,EMS,Medium,41.884529129415654,-87.85688108119344,2023-02-08,13:48:00,2023-02-08 13:48:00,3.9,2,"7877 Maple Dr, Chicago, AZ"
INC-20230122-0141,Traffic Accident,EMS,Medium,41.83013660296117,-87.5009086406156,2023-01-22,12:36:00,2023-01-22 12:36:00,2.4,1,"2290 Maple Dr, Chicago, AZ"
INC-20230220-0142,Gas Leak,Fire,Medium,42.024968473079824,-87.73923063178161,2023-02-20,09:51:00,2023-02-20 09:51:00,5.4,1,"1156 Main Ave, Chicago, AZ"
INC-20230105-0143,Gas Leak,Fire,Medium,41.69392174183734,-87.49501663974594,2023-01-05,02:49:00,2023-01-05 02:49:00,2.8,2,"5571 Cedar St, Chicago, AZ"
INC-20230308-0144,Traffic Accident,EMS,Medium,41.883102338118796,-87.53517953272828,2023-03-08,02:20:00,2023-03-08 02:20:00,3.6,2,"420 Oak Blvd, Chicago, AZ"
INC-20230124-0145,Fire Alarm,Fire,Low,41.858060159249504,-87.77506086240258,2023-01-24,02:34:00,2023-01-24 02:34:00,12.4,1,"6383 Pine St, Chicago, AZ"
INC-20230110-0146,Structure Fire,Fire,High,41.78585265605578,-87.60446845704605,2023-01-10,07:51:00,2023-01-10 07:51:00,4.7,3,"5785 Main Blvd, Chicago, AZ"
INC-20230117-0147,Medical Emergency,EMS,Medium,41.85589468105364,-87.5240855470212,2023-01-17,00:45:00,2023-01-17 00:45:00,4.4,3,"6843 Main St, Chicago, AZ"
